-------XGBOOST ALGORITHM----------
Cerca d'hiperparàmetres òptims: 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_3  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=1, colsample_bytree=1 
Els millors hiperparàmetres trobats per al grau histològic 1 són: objective = binary:logistic, max_depth = 3, eta = 0.1, subsample = 0.8, colsample_bytree = 0.5 , amb nrounds = 16 
Els millors hiperparàmetres trobats per al grau histològic 2 són: objective = binary:logistic, max_depth = 6, eta = 0.1, subsample = 0.8, colsample_bytree = 0.5 , amb nrounds = 3 
Els millors hiperparàmetres trobats per al grau histològic 3 són: objective = binary:logistic, max_depth = 3, eta = 0.1, subsample = 0.8, colsample_bytree = 0.5 , amb nrounds = 21 
---Iteració:  1 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  2 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  3 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  4 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  5 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  6 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  7 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  8 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  9 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  10 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  11 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  12 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  13 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  14 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  15 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  16 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  17 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  18 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  19 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
---Iteració:  20 ---
Cerca d'importàncies  is_grade_1  
Cerca d'importàncies  is_grade_2  
Cerca d'importàncies  is_grade_3  
Top  10 : GRAU HISTOLÒGIC 1 --> Gens/s més importants:
    Feature        Gain        Cover    Frequency
     <char>       <num>        <num>        <num>
 1: DNAJB11 0.003474857 0.0031705485 0.0019230769
 2:   PARP1 0.002915173 0.0013880728 0.0006410256
 3:    EXO1 0.002065070 0.0013869462 0.0006410256
 4:    NEO1 0.001846780 0.0025839387 0.0019230769
 5:    RFC4 0.001771590 0.0019258491 0.0012820513
 6:  CLSTN1 0.001646776 0.0022033278 0.0012820513
 7: HNRNPH1 0.001629462 0.0002619005 0.0006410256
 8:   CNIH4 0.001607770 0.0015895972 0.0012820513
 9:   ATAD2 0.001564955 0.0012217797 0.0006410256
10:     UNG 0.001496725 0.0012991545 0.0006410256
Top  10 : GRAU HISTOLÒGIC 2 --> Gens/s més importants:
      Feature        Gain       Cover   Frequency
       <char>       <num>       <num>       <num>
 1:     PDZK1 0.005971175 0.003370142 0.002941176
 2:       EVL 0.005643511 0.006118237 0.002941176
 3:   C12orf4 0.002707295 0.003438866 0.001470588
 4:     CCL21 0.002654326 0.001392958 0.001470588
 5:     RPS17 0.002451488 0.002228875 0.001470588
 6: LINC00621 0.002362156 0.003592448 0.001470588
 7:     PSAT1 0.002323620 0.003472859 0.001470588
 8:    S100A7 0.002117103 0.001501783 0.001470588
 9:    COMMD9 0.002069590 0.002553612 0.001470588
10:     CCDC6 0.002036860 0.001262369 0.001470588
Top  10 : GRAU HISTOLÒGIC 3 --> Gens/s més importants:
            Feature        Gain        Cover    Frequency
             <char>       <num>        <num>        <num>
 1:          DONSON 0.004035317 0.0036339444 0.0017543860
 2:          CLSTN2 0.002400787 0.0021935552 0.0013157895
 3:           CENPW 0.001901413 0.0019401338 0.0008771930
 4:            NEK2 0.001882621 0.0020118241 0.0013157895
 5:           CEP55 0.001694719 0.0019092668 0.0008771930
 6:           OPHN1 0.001648763 0.0012315459 0.0008771930
 7:          DIXDC1 0.001114509 0.0007475744 0.0004385965
 8: MARS ,  MIR6758 0.001084080 0.0009534885 0.0004385965
 9:          SEC31B 0.001077627 0.0006187095 0.0004385965
10:             OGN 0.001047877 0.0008480886 0.0004385965
-------XGBOOST ALGORITHM----------
Cerca d'hiperparàmetres òptims: 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=1, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=1, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=1, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=1, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=1, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=1, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=1, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=1, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=1, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.6, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.8, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=1, colsample_bytree=1 

 Avaluant hiperparàmetres en XGBoost  is_grade_1  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=1, colsample_bytree=1 
Cerca d'hiperparàmetres òptims: 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.6, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.8, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=1, colsample_bytree=0.5 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.6, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.01, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.01, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.01, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.1, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.1, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.1, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=3, eta=0.3, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=6, eta=0.3, subsample=0.8, colsample_bytree=0.7 

 Avaluant hiperparàmetres en XGBoost  is_grade_2  :  objective=binary:logistic, max_depth=9, eta=0.3, subsample=0.8, colsample_bytree=0.7 

